,Domain,Country,Element,Crop,Year,Unit,Production,Crop
7294,Crops and livestock products,India,Production,"Rice, paddy",2005,tonnes,137690096,rice
7295,Crops and livestock products,India,Production,"Rice, paddy",2006,tonnes,139136992,rice
7296,Crops and livestock products,India,Production,"Rice, paddy",2007,tonnes,144570000,rice
7297,Crops and livestock products,India,Production,"Rice, paddy",2008,tonnes,148036000,rice
7298,Crops and livestock products,India,Production,"Rice, paddy",2009,tonnes,135672992,rice
7299,Crops and livestock products,India,Production,"Rice, paddy",2010,tonnes,143963008,rice
7300,Crops and livestock products,India,Production,"Rice, paddy",2011,tonnes,157900000,rice
7301,Crops and livestock products,India,Production,"Rice, paddy",2012,tonnes,157800000,rice
7302,Crops and livestock products,India,Production,"Rice, paddy",2013,tonnes,159200000,rice
7303,Crops and livestock products,India,Production,"Rice, paddy",2014,tonnes,157200000,rice
7304,Crops and livestock products,India,Production,"Rice, paddy",2015,tonnes,156540000,rice
7305,Crops and livestock products,India,Production,"Rice, paddy",2016,tonnes,163700000,rice
7306,Crops and livestock products,India,Production,"Rice, paddy",2017,tonnes,168500000,rice
7307,Crops and livestock products,India,Production,"Rice, paddy",2018,tonnes,174716730,rice
7424,Crops and livestock products,India,Production,Safflower seed,1961,tonnes,66000,safflower
7425,Crops and livestock products,India,Production,Safflower seed,1962,tonnes,67000,safflower
7426,Crops and livestock products,India,Production,Safflower seed,1963,tonnes,68000,safflower
7427,Crops and livestock products,India,Production,Safflower seed,1964,tonnes,62000,safflower
7428,Crops and livestock products,India,Production,Safflower seed,1965,tonnes,71500,safflower
7429,Crops and livestock products,India,Production,Safflower seed,1966,tonnes,69000,safflower
7430,Crops and livestock products,India,Production,Safflower seed,1967,tonnes,72000,safflower
7431,Crops and livestock products,India,Production,Safflower seed,1968,tonnes,77700,safflower
7432,Crops and livestock products,India,Production,Safflower seed,1969,tonnes,93700,safflower
7433,Crops and livestock products,India,Production,Safflower seed,1970,tonnes,142400,safflower
7434,Crops and livestock products,India,Production,Safflower seed,1971,tonnes,153900,safflower
7435,Crops and livestock products,India,Production,Safflower seed,1972,tonnes,130500,safflower
7436,Crops and livestock products,India,Production,Safflower seed,1973,tonnes,81800,safflower
7437,Crops and livestock products,India,Production,Safflower seed,1974,tonnes,191000,safflower
7438,Crops and livestock products,India,Production,Safflower seed,1975,tonnes,211900,safflower
7439,Crops and livestock products,India,Production,Safflower seed,1976,tonnes,238300,safflower
7440,Crops and livestock products,India,Production,Safflower seed,1977,tonnes,219600,safflower
7441,Crops and livestock products,India,Production,Safflower seed,1978,tonnes,187800,safflower
7442,Crops and livestock products,India,Production,Safflower seed,1979,tonnes,209000,safflower
7443,Crops and livestock products,India,Production,Safflower seed,1980,tonnes,279400,safflower
7444,Crops and livestock products,India,Production,Safflower seed,1981,tonnes,335100,safflower
7445,Crops and livestock products,India,Production,Safflower seed,1982,tonnes,421500,safflower
7446,Crops and livestock products,India,Production,Safflower seed,1983,tonnes,395900,safflower
7447,Crops and livestock products,India,Production,Safflower seed,1984,tonnes,500900,safflower
7448,Crops and livestock products,India,Production,Safflower seed,1985,tonnes,515200,safflower
7449,Crops and livestock products,India,Production,Safflower seed,1986,tonnes,347900,safflower
7450,Crops and livestock products,India,Production,Safflower seed,1987,tonnes,352500,safflower
7451,Crops and livestock products,India,Production,Safflower seed,1988,tonnes,462200,safflower
7452,Crops and livestock products,India,Production,Safflower seed,1989,tonnes,444900,safflower
7453,Crops and livestock products,India,Production,Safflower seed,1990,tonnes,486500,safflower
7454,Crops and livestock products,India,Production,Safflower seed,1991,tonnes,320100,safflower
7455,Crops and livestock products,India,Production,Safflower seed,1992,tonnes,202800,safflower
7456,Crops and livestock products,India,Production,Safflower seed,1993,tonnes,348300,safflower
7457,Crops and livestock products,India,Production,Safflower seed,1994,tonnes,522000,safflower
7458,Crops and livestock products,India,Production,Safflower seed,1995,tonnes,423000,safflower
7459,Crops and livestock products,India,Production,Safflower seed,1996,tonnes,383300,safflower
7460,Crops and livestock products,India,Production,Safflower seed,1997,tonnes,432300,safflower
7461,Crops and livestock products,India,Production,Safflower seed,1998,tonnes,120000,safflower
7462,Crops and livestock products,India,Production,Safflower seed,1999,tonnes,242200,safflower
7463,Crops and livestock products,India,Production,Safflower seed,2000,tonnes,260400,safflower
7464,Crops and livestock products,India,Production,Safflower seed,2001,tonnes,202000,safflower
7465,Crops and livestock products,India,Production,Safflower seed,2002,tonnes,230000,safflower
7466,Crops and livestock products,India,Production,Safflower seed,2003,tonnes,178500,safflower
7467,Crops and livestock products,India,Production,Safflower seed,2004,tonnes,134900,safflower
7468,Crops and livestock products,India,Production,Safflower seed,2005,tonnes,173600,safflower
7469,Crops and livestock products,India,Production,Safflower seed,2006,tonnes,228600,safflower
7470,Crops and livestock products,India,Production,Safflower seed,2007,tonnes,240000,safflower
7471,Crops and livestock products,India,Production,Safflower seed,2008,tonnes,225000,safflower
7472,Crops and livestock products,India,Production,Safflower seed,2009,tonnes,189200,safflower
7473,Crops and livestock products,India,Production,Safflower seed,2010,tonnes,178800,safflower
7474,Crops and livestock products,India,Production,Safflower seed,2011,tonnes,150000,safflower
7475,Crops and livestock products,India,Production,Safflower seed,2012,tonnes,145000,safflower
7476,Crops and livestock products,India,Production,Safflower seed,2013,tonnes,109000,safflower
7477,Crops and livestock products,India,Production,Safflower seed,2014,tonnes,113000,safflower
7478,Crops and livestock products,India,Production,Safflower seed,2015,tonnes,90000,safflower
7479,Crops and livestock products,India,Production,Safflower seed,2016,tonnes,53000,safflower
7480,Crops and livestock products,India,Production,Safflower seed,2017,tonnes,93900,safflower
7481,Crops and livestock products,India,Production,Safflower seed,2018,tonnes,55280,safflower
7598,Crops and livestock products,India,Production,Sesame seed,1961,tonnes,372000,sesame
7599,Crops and livestock products,India,Production,Sesame seed,1962,tonnes,492000,sesame
7600,Crops and livestock products,India,Production,Sesame seed,1963,tonnes,439000,sesame
7601,Crops and livestock products,India,Production,Sesame seed,1964,tonnes,484000,sesame
7602,Crops and livestock products,India,Production,Sesame seed,1965,tonnes,424000,sesame
7603,Crops and livestock products,India,Production,Sesame seed,1966,tonnes,416000,sesame
7604,Crops and livestock products,India,Production,Sesame seed,1967,tonnes,445000,sesame
7605,Crops and livestock products,India,Production,Sesame seed,1968,tonnes,422500,sesame
7606,Crops and livestock products,India,Production,Sesame seed,1969,tonnes,448100,sesame
7607,Crops and livestock products,India,Production,Sesame seed,1970,tonnes,562300,sesame
7608,Crops and livestock products,India,Production,Sesame seed,1971,tonnes,449500,sesame
7609,Crops and livestock products,India,Production,Sesame seed,1972,tonnes,385400,sesame
7610,Crops and livestock products,India,Production,Sesame seed,1973,tonnes,484600,sesame
7611,Crops and livestock products,India,Production,Sesame seed,1974,tonnes,392200,sesame
7612,Crops and livestock products,India,Production,Sesame seed,1975,tonnes,479200,sesame
7613,Crops and livestock products,India,Production,Sesame seed,1976,tonnes,421800,sesame
7614,Crops and livestock products,India,Production,Sesame seed,1977,tonnes,520200,sesame
7615,Crops and livestock products,India,Production,Sesame seed,1978,tonnes,514100,sesame
7616,Crops and livestock products,India,Production,Sesame seed,1979,tonnes,347700,sesame
7617,Crops and livestock products,India,Production,Sesame seed,1980,tonnes,445800,sesame
7618,Crops and livestock products,India,Production,Sesame seed,1981,tonnes,590200,sesame
7619,Crops and livestock products,India,Production,Sesame seed,1982,tonnes,551700,sesame
7620,Crops and livestock products,India,Production,Sesame seed,1983,tonnes,558800,sesame
7621,Crops and livestock products,India,Production,Sesame seed,1984,tonnes,520700,sesame
7622,Crops and livestock products,India,Production,Sesame seed,1985,tonnes,501000,sesame
7623,Crops and livestock products,India,Production,Sesame seed,1986,tonnes,447700,sesame
7624,Crops and livestock products,India,Production,Sesame seed,1987,tonnes,583100,sesame
7625,Crops and livestock products,India,Production,Sesame seed,1988,tonnes,681800,sesame
7626,Crops and livestock products,India,Production,Sesame seed,1989,tonnes,745100,sesame
7627,Crops and livestock products,India,Production,Sesame seed,1990,tonnes,835300,sesame
7628,Crops and livestock products,India,Production,Sesame seed,1991,tonnes,705900,sesame
7629,Crops and livestock products,India,Production,Sesame seed,1992,tonnes,760000,sesame
7630,Crops and livestock products,India,Production,Sesame seed,1993,tonnes,564000,sesame
7631,Crops and livestock products,India,Production,Sesame seed,1994,tonnes,590000,sesame
7632,Crops and livestock products,India,Production,Sesame seed,1995,tonnes,531000,sesame
7633,Crops and livestock products,India,Production,Sesame seed,1996,tonnes,640500,sesame
7634,Crops and livestock products,India,Production,Sesame seed,1997,tonnes,568100,sesame
7635,Crops and livestock products,India,Production,Sesame seed,1998,tonnes,527300,sesame
7636,Crops and livestock products,India,Production,Sesame seed,1999,tonnes,479900,sesame
7637,Crops and livestock products,India,Production,Sesame seed,2000,tonnes,517800,sesame
7638,Crops and livestock products,India,Production,Sesame seed,2001,tonnes,697800,sesame
7639,Crops and livestock products,India,Production,Sesame seed,2002,tonnes,441300,sesame
7640,Crops and livestock products,India,Production,Sesame seed,2003,tonnes,782100,sesame
7641,Crops and livestock products,India,Production,Sesame seed,2004,tonnes,674100,sesame
7642,Crops and livestock products,India,Production,Sesame seed,2005,tonnes,641100,sesame
7643,Crops and livestock products,India,Production,Sesame seed,2006,tonnes,618000,sesame
7644,Crops and livestock products,India,Production,Sesame seed,2007,tonnes,756900,sesame
7645,Crops and livestock products,India,Production,Sesame seed,2008,tonnes,640300,sesame
7646,Crops and livestock products,India,Production,Sesame seed,2009,tonnes,588400,sesame
7647,Crops and livestock products,India,Production,Sesame seed,2010,tonnes,893000,sesame
7648,Crops and livestock products,India,Production,Sesame seed,2011,tonnes,810000,sesame
7649,Crops and livestock products,India,Production,Sesame seed,2012,tonnes,685000,sesame
7650,Crops and livestock products,India,Production,Sesame seed,2013,tonnes,715000,sesame
7651,Crops and livestock products,India,Production,Sesame seed,2014,tonnes,828000,sesame
7652,Crops and livestock products,India,Production,Sesame seed,2015,tonnes,850000,sesame
7653,Crops and livestock products,India,Production,Sesame seed,2016,tonnes,747000,sesame
7654,Crops and livestock products,India,Production,Sesame seed,2017,tonnes,747030,sesame
7655,Crops and livestock products,India,Production,Sesame seed,2018,tonnes,755430,sesame
7772,Crops and livestock products,India,Production,Soybeans,1961,tonnes,5000,soyabean
7773,Crops and livestock products,India,Production,Soybeans,1962,tonnes,5000,soyabean
7774,Crops and livestock products,India,Production,Soybeans,1963,tonnes,8000,soyabean
7775,Crops and livestock products,India,Production,Soybeans,1964,tonnes,8000,soyabean
7776,Crops and livestock products,India,Production,Soybeans,1965,tonnes,10000,soyabean
7777,Crops and livestock products,India,Production,Soybeans,1966,tonnes,10000,soyabean
7778,Crops and livestock products,India,Production,Soybeans,1967,tonnes,12000,soyabean
7779,Crops and livestock products,India,Production,Soybeans,1968,tonnes,12000,soyabean
7780,Crops and livestock products,India,Production,Soybeans,1969,tonnes,14000,soyabean
7781,Crops and livestock products,India,Production,Soybeans,1970,tonnes,14000,soyabean
7782,Crops and livestock products,India,Production,Soybeans,1971,tonnes,14000,soyabean
7783,Crops and livestock products,India,Production,Soybeans,1972,tonnes,28000,soyabean
7784,Crops and livestock products,India,Production,Soybeans,1973,tonnes,39000,soyabean
7785,Crops and livestock products,India,Production,Soybeans,1974,tonnes,51000,soyabean
7786,Crops and livestock products,India,Production,Soybeans,1975,tonnes,91000,soyabean
7787,Crops and livestock products,India,Production,Soybeans,1976,tonnes,123000,soyabean
7788,Crops and livestock products,India,Production,Soybeans,1977,tonnes,183000,soyabean
7789,Crops and livestock products,India,Production,Soybeans,1978,tonnes,299000,soyabean
7790,Crops and livestock products,India,Production,Soybeans,1979,tonnes,282000,soyabean
